spayneuter,uniqueid,dateofbite,species,breed,age,gender,borough,zipcode
false,4552,2015-08-18T00:00:00.000,DOG,,,U,Manhattan,
false,4553,2015-08-18T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,4554,2015-08-12T00:00:00.000,DOG,"Poodle, Miniature",13,M,Manhattan,10024
false,4555,2015-08-18T00:00:00.000,DOG,Chihuahua,,U,Manhattan,10035
true,4556,2015-08-20T00:00:00.000,DOG,"Poodle, Miniature",11,F,Manhattan,
true,4557,2015-08-24T00:00:00.000,DOG,Miniature Pinscher,8,M,Manhattan,10065
true,4558,2015-08-24T00:00:00.000,DOG,MALTESE/POODLE,4,M,Manhattan,10029
false,4559,2015-08-25T00:00:00.000,DOG,,,U,Manhattan,
false,4560,2015-08-24T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,Manhattan,10065
true,4561,2015-08-20T00:00:00.000,DOG,MALTESE/POODLE,9,F,Manhattan,10030
false,4562,2015-08-22T00:00:00.000,DOG,Great Dane,,U,Manhattan,10011
false,4563,2015-08-23T00:00:00.000,DOG,,,U,Manhattan,
true,4564,2015-08-25T00:00:00.000,DOG,Miniature Pinscher,8,M,Manhattan,10065
true,4565,2015-08-26T00:00:00.000,DOG,CHIHUAHUA/ YORKIE X,3,M,Manhattan,10030
false,4566,2015-08-18T00:00:00.000,DOG,,,U,Manhattan,
true,4567,2015-06-24T00:00:00.000,DOG,ITALIAN MASTIFF/AMERICAN PIT BULL,6,M,Manhattan,10011
false,4568,2015-08-17T00:00:00.000,DOG,,,U,Manhattan,
false,4569,2015-08-26T00:00:00.000,DOG,Labrador Retriever,5,M,Manhattan,
false,4570,2015-08-26T00:00:00.000,DOG,,,U,Manhattan,
false,4571,2015-08-21T00:00:00.000,DOG,,,U,Manhattan,
true,4572,2015-08-21T00:00:00.000,DOG,Collie Crossbreed,10,M,Manhattan,10030
true,4573,2015-08-21T00:00:00.000,DOG,Collie Crossbreed,7,F,Manhattan,10030
false,4574,2015-08-25T00:00:00.000,DOG,Boxer,,U,Manhattan,
true,4575,2015-08-27T00:00:00.000,DOG,Mixed/Other,2,F,Manhattan,10027
false,4576,2015-08-27T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10019
true,4577,2015-08-30T00:00:00.000,DOG,Cane Corso,,F,Manhattan,10128
false,4578,2015-08-30T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,Manhattan,10044
true,4579,2015-08-29T00:00:00.000,DOG,"Poodle, Standard",14,F,Manhattan,
false,4580,2015-08-30T00:00:00.000,DOG,Chow Chow,13,F,Manhattan,
false,4581,2015-08-29T00:00:00.000,DOG,Mixed/Other,,M,Manhattan,
false,4582,2015-08-29T00:00:00.000,DOG,,,U,Manhattan,
false,4583,2015-09-01T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,Manhattan,10019
false,4584,2015-08-28T00:00:00.000,DOG,TERRIER,,U,Manhattan,10024
false,4585,2015-08-31T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10011
false,4586,2015-08-29T00:00:00.000,DOG,Shih Tzu,,U,Manhattan,
false,4587,2015-08-29T00:00:00.000,DOG,Labrador Retriever Crossbreed,1,M,Manhattan,10024
false,4588,2015-08-31T00:00:00.000,DOG,Pomeranian,4,M,Manhattan,10029
false,4589,2015-08-31T00:00:00.000,DOG,,,U,Manhattan,
true,4590,2015-08-31T00:00:00.000,DOG,Siberian Husky,7,M,Manhattan,10011
false,4591,2015-09-01T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10065
false,4592,2015-09-02T00:00:00.000,DOG,POODLE MIX,4,F,Manhattan,10029
true,4593,2015-08-19T00:00:00.000,DOG,PIT BULL X,,M,Manhattan,10026
false,4594,2015-07-04T00:00:00.000,DOG,Shih Tzu,4,F,Manhattan,
false,4595,2015-08-22T00:00:00.000,DOG,Lhasa Apso,7,M,Manhattan,
false,4596,2015-08-30T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,Manhattan,10044
true,4597,2015-09-08T00:00:00.000,DOG,Yorkshire Terrier,1,M,Manhattan,
true,4598,2015-09-04T00:00:00.000,DOG,Havanese,8,F,Manhattan,
false,4599,2015-09-06T00:00:00.000,DOG,"Poodle, Standard",,U,Manhattan,
true,4600,2015-09-04T00:00:00.000,DOG,Akita,4,M,Manhattan,10026
false,4601,2015-09-05T00:00:00.000,DOG,"Poodle, Standard",,U,Manhattan,
false,4602,2015-09-06T00:00:00.000,DOG,,,U,Manhattan,
false,4603,2015-09-05T00:00:00.000,DOG,Beagle,,U,Manhattan,10006
false,4604,2015-09-05T00:00:00.000,DOG,"Poodle, Standard",,U,Manhattan,
false,4605,2015-09-04T00:00:00.000,DOG,"Welsh Corgi, Pembroke",,U,Manhattan,
false,4606,2015-09-05T00:00:00.000,DOG,"Poodle, Standard",,U,Manhattan,
false,4607,2015-09-04T00:00:00.000,DOG,,,U,Manhattan,
false,4608,2015-09-08T00:00:00.000,DOG,,,U,Manhattan,
false,4609,2015-09-10T00:00:00.000,DOG,,,U,Manhattan,
false,4610,2015-09-10T00:00:00.000,DOG,SHEPHERD,,U,Manhattan,
true,4611,2015-09-10T00:00:00.000,DOG,POODLE/MALTESE,,M,Manhattan,10025
true,4612,2015-09-10T00:00:00.000,DOG,AIREDALE TERRIER,2,M,Manhattan,10011
false,4613,2015-09-11T00:00:00.000,DOG,Shih Tzu,,U,Manhattan,10032
false,4614,2015-09-11T00:00:00.000,DOG,Chihuahua,10,M,Manhattan,
false,4615,2015-09-11T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10002
false,4616,2015-09-12T00:00:00.000,DOG,Pug,4,M,Manhattan,10011
false,4617,2015-09-11T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
true,4618,2015-09-12T00:00:00.000,DOG,Shiba Inu,4,M,Manhattan,10025
false,4619,2015-09-04T00:00:00.000,DOG,Beagle Crossbreed,1,M,Manhattan,
false,4620,2015-09-13T00:00:00.000,DOG,Pit Bull,7,M,Manhattan,10035
true,4621,2015-09-13T00:00:00.000,DOG,Labrador Retriever Crossbreed,3,F,Manhattan,10004
false,4622,2015-09-12T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,4623,2015-09-14T00:00:00.000,DOG,SHEHERD,,U,Manhattan,
true,4624,2015-09-14T00:00:00.000,DOG,PORTUGUESE PODENGO PEQUENO,6,M,Manhattan,10010
false,4625,2015-09-12T00:00:00.000,DOG,,,U,Manhattan,
false,4626,2015-09-15T00:00:00.000,DOG,Jack Russ,9,M,Manhattan,
false,4627,2015-08-26T00:00:00.000,DOG,,,U,Manhattan,10027
true,4628,2015-09-17T00:00:00.000,DOG,Mixed/Other,2,M,Manhattan,
false,4629,2015-09-16T00:00:00.000,DOG,,,U,Manhattan,
false,4630,2015-09-17T00:00:00.000,DOG,,,U,Manhattan,10013
true,4631,2015-09-14T00:00:00.000,DOG,SHIH TZU/ HAVANESE,6,M,Manhattan,10023
false,4632,2015-09-18T00:00:00.000,DOG,MALTIPOO X,15M,F,Manhattan,
false,4633,2015-09-19T00:00:00.000,DOG,Mixed/Other,,U,Manhattan,
true,4634,2015-09-18T00:00:00.000,DOG,"Poodle, Standard",6,M,Manhattan,
true,4635,2015-09-14T00:00:00.000,DOG,Yorkshire Terrier,3,F,Manhattan,
false,4636,2015-09-19T00:00:00.000,DOG,Shiba Inu,11,M,Manhattan,
false,4637,2015-09-19T00:00:00.000,DOG,,,U,Manhattan,
true,4638,2015-09-19T00:00:00.000,DOG,Portuguese Water Dog,3,M,Manhattan,10023
false,4639,2015-09-20T00:00:00.000,DOG,TERRIER,,U,Manhattan,
false,4640,2015-09-21T00:00:00.000,DOG,,,U,Manhattan,10002
true,4641,2015-09-23T00:00:00.000,DOG,BASENJI,11,F,Manhattan,10065
false,4642,2015-09-18T00:00:00.000,DOG,SHIH TZU MIX,5,M,Manhattan,10029
false,4643,2015-09-23T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10035
false,4644,2015-09-23T00:00:00.000,DOG,RETRIEVER,,U,Manhattan,
false,4645,2015-09-25T00:00:00.000,DOG,Golden Retriever,2,M,Manhattan,
true,4646,2015-09-28T00:00:00.000,DOG,RHODESIAN RIDGE BACK X,3,M,Manhattan,
true,4647,2015-08-26T00:00:00.000,DOG,Golden Retriever,9,M,Manhattan,
false,4648,2015-09-17T00:00:00.000,DOG,"Poodle, Miniature",12,F,Manhattan,
true,4649,2015-09-24T00:00:00.000,DOG,AUSTRALIAN CATTLE DOG,3,F,Manhattan,
true,4650,2015-09-26T00:00:00.000,DOG,Clumber Spaniel,9,M,Manhattan,
true,4651,2015-09-25T00:00:00.000,DOG,POODLE MIX,1,M,Manhattan,
false,4652,2015-09-28T00:00:00.000,DOG,,,U,Manhattan,10029
false,4653,2015-09-09T00:00:00.000,DOG,,,U,Manhattan,
false,4654,2015-09-27T00:00:00.000,DOG,BLACK TIC POINTER,,U,Manhattan,10023
true,4655,2015-09-17T00:00:00.000,DOG,Mixed/Other,,F,Manhattan,
false,4656,2015-09-28T00:00:00.000,DOG,Havanese,,U,Manhattan,
false,4657,2015-10-01T00:00:00.000,DOG,,,U,Manhattan,
false,4658,2015-09-30T00:00:00.000,DOG,Mixed/Other,4,F,Manhattan,
true,4659,2015-10-01T00:00:00.000,DOG,Labrador Retriever,6,F,Manhattan,
false,4660,2015-10-01T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10034
true,4661,2015-10-02T00:00:00.000,DOG,Jack Russ,4,M,Manhattan,10025
true,4662,2015-09-30T00:00:00.000,DOG,SAINT BERNARD MIX,11,F,Manhattan,10065
true,4663,2015-09-30T00:00:00.000,DOG,SAINT BERNARD MIX,11,F,Manhattan,10065
true,4664,2015-10-04T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,F,Manhattan,
false,4665,2015-10-03T00:00:00.000,DOG,Cane Corso,3.5,M,Manhattan,10013
false,4666,2015-10-05T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10038
false,4667,2015-10-06T00:00:00.000,DOG,Boxer,,U,Manhattan,
false,4668,2015-10-03T00:00:00.000,DOG,Chihuahua,,U,Manhattan,
false,4669,2015-09-20T00:00:00.000,DOG,,,U,Manhattan,10033
true,4670,2015-10-06T00:00:00.000,DOG,Pekingese,5,M,Manhattan,
true,4671,2015-09-28T00:00:00.000,DOG,AUS KELPIE/ LAB RETR,4M,F,Manhattan,10029
false,4672,2015-10-08T00:00:00.000,DOG,BELGIAN SHEPHERD,,U,Manhattan,
false,4673,2015-10-08T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,4674,2015-10-08T00:00:00.000,DOG,TERRIER,,U,Manhattan,
false,4675,2015-10-09T00:00:00.000,DOG,COLLIE,,U,Manhattan,
false,4676,2015-10-07T00:00:00.000,DOG,Beagle,,U,Manhattan,10036
true,4677,2015-10-09T00:00:00.000,DOG,POODLE MIN/ YORKSHIRE TER,5,F,Manhattan,10035
true,4678,2015-10-09T00:00:00.000,DOG,Jack Russ,,M,Manhattan,10010
true,4679,2015-10-10T00:00:00.000,DOG,Australian Shepherd,8,M,Manhattan,
false,4680,2015-10-12T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,4681,2015-10-11T00:00:00.000,DOG,,,U,Manhattan,
false,4682,2015-10-10T00:00:00.000,DOG,Mixed/Other,,U,Manhattan,10009
false,4683,2015-10-13T00:00:00.000,DOG,,,U,Manhattan,10027
false,4684,2015-10-13T00:00:00.000,DOG,Mixed/Other,,M,Manhattan,10065
false,4685,2015-10-15T00:00:00.000,DOG,Bull dog,,U,Manhattan,
false,4686,2015-10-04T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,4687,2015-10-14T00:00:00.000,DOG,,,U,Manhattan,
true,4688,2015-10-14T00:00:00.000,DOG,TERRIER MIX,4,M,Manhattan,10029
false,4689,2015-10-08T00:00:00.000,DOG,,,U,Manhattan,
false,4690,2015-09-05T00:00:00.000,DOG,HOUND,,M,Manhattan,10031
false,4691,2015-10-15T00:00:00.000,DOG,,,U,Manhattan,10010
false,4692,2015-10-10T00:00:00.000,DOG,,,U,Manhattan,
false,4693,2015-10-18T00:00:00.000,DOG,BEAGLE HOUND MIX,,U,Manhattan,10023
false,4694,2015-10-13T00:00:00.000,DOG,"Poodle, Standard",,U,Manhattan,
false,4695,2015-10-16T00:00:00.000,DOG,Golden Retriever,,U,Manhattan,
false,4696,2015-10-19T00:00:00.000,DOG,"Schnauzer, Standard",,U,Manhattan,10065
false,4697,2015-10-15T00:00:00.000,DOG,,,U,Manhattan,
true,4698,2015-10-19T00:00:00.000,DOG,Siberian Husky,9,M,Manhattan,10065
false,4699,2015-10-16T00:00:00.000,DOG,Shih Tzu,,U,Manhattan,10025
true,4700,2015-10-17T00:00:00.000,DOG,Labrador Retriever Crossbreed,9M,M,Manhattan,10024
false,4701,2015-10-20T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
true,4702,2015-09-28T00:00:00.000,DOG,PIT BULL/TERRIER/BOXER,4,F,Manhattan,
false,4703,2015-10-19T00:00:00.000,DOG,West High White Terrier,1,M,Manhattan,
true,4704,2015-10-21T00:00:00.000,DOG,Maltese,1,M,Manhattan,10028
true,4705,2015-10-22T00:00:00.000,DOG,Pit Bull,2,M,Manhattan,10035
false,4706,2015-10-19T00:00:00.000,DOG,German Shepherd,1.3,M,Manhattan,10016
false,4707,2015-10-23T00:00:00.000,DOG,Jack Russ,2,M,Manhattan,10035
true,4708,2015-10-25T00:00:00.000,DOG,Pit Bull,1,M,Manhattan,
false,4709,2015-10-25T00:00:00.000,DOG,Maltese,,U,Manhattan,
false,4710,2015-10-23T00:00:00.000,DOG,,,U,Manhattan,
false,4711,2015-10-26T00:00:00.000,DOG,BLUE NOSE PITBULL,,U,Manhattan,
false,4712,2015-10-24T00:00:00.000,DOG,,,U,Manhattan,
false,4713,2015-10-20T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10009
false,4714,2015-10-27T00:00:00.000,DOG,,,U,Manhattan,
false,4715,2015-10-28T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,Manhattan,10029
true,4716,2015-10-28T00:00:00.000,DOG,NOVA SCOTIA DUCK TOLLIER,6,M,Manhattan,10024
false,4717,2015-10-29T00:00:00.000,DOG,,,U,Manhattan,10007
false,4718,2015-10-24T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,1,M,Manhattan,10029
false,4719,2015-11-01T00:00:00.000,DOG,CHIHUAHUA SHORTHAIR MIX,2,F,Manhattan,10029
true,4720,2015-11-01T00:00:00.000,DOG,,,U,Manhattan,10044
true,4721,2015-11-05T00:00:00.000,DOG,Shih Tzu,5,M,Manhattan,10128
false,4722,2015-10-30T00:00:00.000,DOG,,,U,Manhattan,
true,4723,2015-10-30T00:00:00.000,DOG,SHIH TZU/ PUG,4,M,Manhattan,
true,4724,2015-11-05T00:00:00.000,DOG,AUSTRALIAN CATTLE,,U,Manhattan,10065
false,4725,2015-11-02T00:00:00.000,DOG,Shih Tzu,,U,Manhattan,
true,4726,2015-10-31T00:00:00.000,DOG,Pit Bull,1,M,Manhattan,10012
true,4727,2015-11-02T00:00:00.000,DOG,Jack Russ,11,F,Manhattan,10128
false,4728,2015-11-04T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
true,4729,2015-11-05T00:00:00.000,DOG,Chihuahua,4M,F,Manhattan,10016
true,4730,2015-11-05T00:00:00.000,DOG,Havanese,6,M,Manhattan,10013
true,4731,2015-11-06T00:00:00.000,DOG,Mixed/Other,3,M,Manhattan,10025
false,4732,2015-11-06T00:00:00.000,DOG,"Shar-Pei, Chinese",5,M,Manhattan,10031
false,4733,2015-11-07T00:00:00.000,DOG,,,U,Manhattan,
true,4734,2015-11-07T00:00:00.000,DOG,GOLDEN DOODLE,4,M,Manhattan,
false,4735,2015-11-06T00:00:00.000,DOG,Lhasa Apso,7,M,Manhattan,
false,4736,2015-11-05T00:00:00.000,DOG,"Schnauzer, Miniature",,U,Manhattan,
false,4737,2015-10-29T00:00:00.000,DOG,Labrador Retriever,,U,Manhattan,
false,4738,2015-11-07T00:00:00.000,DOG,,,U,Manhattan,10039
false,4739,2015-11-09T00:00:00.000,DOG,English Springer Spaniel,5,M,Manhattan,
false,4740,2015-11-07T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,4741,2015-11-10T00:00:00.000,DOG,CHINESE CRESTED HAIRLESS,6,M,Manhattan,
false,4742,2015-11-10T00:00:00.000,DOG,,,U,Manhattan,
false,4743,2015-10-31T00:00:00.000,DOG,Chihuahua,6,M,Manhattan,10038
false,4744,2015-11-10T00:00:00.000,DOG,Pit Bull,13,M,Manhattan,10065
false,4745,2015-11-09T00:00:00.000,DOG,,,U,Manhattan,
false,4746,2015-11-10T00:00:00.000,DOG,,,U,Manhattan,10036
false,4747,2015-11-04T00:00:00.000,DOG,,,U,Manhattan,
false,4748,2015-11-11T00:00:00.000,DOG,,,U,Manhattan,10031
false,4749,2015-11-13T00:00:00.000,DOG,SHEPHERD,,U,Manhattan,
true,4750,2015-11-13T00:00:00.000,DOG,Pit Bull,3,M,Manhattan,10128
true,4751,2015-11-13T00:00:00.000,DOG,Pit Bull,3,M,Manhattan,10128
true,4752,2015-11-15T00:00:00.000,DOG,Maltese,2,F,Manhattan,10128
false,4753,2015-11-15T00:00:00.000,DOG,Chihuahua,,U,Manhattan,10009
false,4754,2015-11-15T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10040
false,4755,2015-11-11T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10033
true,4756,2015-11-11T00:00:00.000,DOG,German Shepherd,5,M,Manhattan,10032
false,4757,2015-11-12T00:00:00.000,DOG,FELKY TERRIER,4,M,Manhattan,10002
false,4758,2015-11-13T00:00:00.000,DOG,Jack Russ,,U,Manhattan,10003
false,4759,2015-11-16T00:00:00.000,DOG,Pug,,U,Manhattan,10282
false,4760,2015-11-14T00:00:00.000,DOG,SHEPHERD/HUSKY MIX,6,M,Manhattan,10027
false,4761,2015-10-27T00:00:00.000,DOG,Pit Bull,,M,Manhattan,10011
false,4762,2015-11-14T00:00:00.000,DOG,Mixed/Other,,U,Manhattan,10005
false,4763,2015-11-17T00:00:00.000,DOG,,,U,Manhattan,
true,4764,2015-11-15T00:00:00.000,DOG,"Schnauzer, Miniature",5,M,Manhattan,10280
true,4765,2015-11-16T00:00:00.000,DOG,,1,M,Manhattan,10026
true,4766,2015-11-19T00:00:00.000,DOG,Bull dog,7,M,Manhattan,10036
false,4767,2015-11-22T00:00:00.000,DOG,,,U,Manhattan,10040
true,4768,2015-11-01T00:00:00.000,DOG,German Shepherd,9,M,Manhattan,10016
false,4769,2015-11-22T00:00:00.000,DOG,Chihuahua Crossbreed,5,M,Manhattan,10032
true,4770,2015-11-22T00:00:00.000,DOG,Cock-A-Poo,8,F,Manhattan,
false,4771,2015-11-20T00:00:00.000,DOG,Yorkshire Terrier,,U,Manhattan,
true,4772,2015-11-20T00:00:00.000,DOG,CATTLE DOG MIX,5,M,Manhattan,
true,4773,2015-11-17T00:00:00.000,DOG,Weimaraner,7,M,Manhattan,
true,4774,2015-11-25T00:00:00.000,DOG,WELSH SPRINGER SPANIEL,7,M,Manhattan,10065
false,4775,2015-11-26T00:00:00.000,DOG,Yorkshire Terrier,5,F,Manhattan,
false,4776,2015-11-25T00:00:00.000,DOG,,,U,Manhattan,
false,4777,2015-11-27T00:00:00.000,DOG,"Bull Dog, French",4,U,Manhattan,10065
false,4778,2015-11-25T00:00:00.000,DOG,MASTIFF,,U,Manhattan,
true,4779,2015-11-24T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,Manhattan,10029
true,4780,2015-11-24T00:00:00.000,DOG,Dachshund Smooth Coat,8,M,Manhattan,10065
true,4781,2015-11-27T00:00:00.000,DOG,Labrador Retriever,1,M,Manhattan,10016
false,4782,2015-11-27T00:00:00.000,DOG,AMERICAN BULLDOG,6,M,Manhattan,10029
true,4783,2015-11-24T00:00:00.000,DOG,Pit Bull,8,M,Manhattan,
false,4784,2015-11-28T00:00:00.000,DOG,,,U,Manhattan,
true,4785,2015-12-02T00:00:00.000,DOG,Cairn Terrier,9,F,Manhattan,10035
true,4786,2015-11-29T00:00:00.000,DOG,"Bull Dog, English",2,F,Manhattan,10025
false,4787,2015-11-30T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10029
true,4788,2015-11-29T00:00:00.000,DOG,DOXXIN,2,F,Manhattan,10011
false,4789,2015-11-30T00:00:00.000,DOG,Mixed/Other,,U,Manhattan,
false,4790,2015-11-30T00:00:00.000,DOG,,,U,Manhattan,
true,4791,2015-12-01T00:00:00.000,DOG,HOUND MIX,4M,M,Manhattan,10016
true,4792,2015-11-20T00:00:00.000,DOG,Mixed/Other,7,F,Manhattan,10033
false,4793,2015-11-28T00:00:00.000,DOG,Maltese,6M,M,Manhattan,10038
false,4794,2015-12-02T00:00:00.000,DOG,German Shepherd,,U,Manhattan,10011
false,4795,2015-12-02T00:00:00.000,DOG,Mixed/Other,16,M,Manhattan,10065
false,4796,2015-11-27T00:00:00.000,DOG,JACK RUSS-X,7,U,Manhattan,10011
false,4797,2015-12-01T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10009
false,4798,2015-11-29T00:00:00.000,DOG,Cocker Spaniel,2,M,Manhattan,
true,4799,2015-12-01T00:00:00.000,DOG,Weimaraner,8M,M,Manhattan,10016
false,4800,2015-12-07T00:00:00.000,DOG,,,U,Manhattan,
false,4801,2015-11-30T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,Manhattan,10031
false,4802,2015-12-04T00:00:00.000,DOG,,,U,Manhattan,
false,4803,2015-11-26T00:00:00.000,DOG,SHEPERD,,U,Manhattan,
false,4804,2015-12-06T00:00:00.000,DOG,,,U,Manhattan,10010
false,4805,2015-12-04T00:00:00.000,DOG,,,U,Manhattan,
false,4806,2015-11-06T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,4807,2015-12-06T00:00:00.000,DOG,"Bull Dog, French",10,F,Manhattan,10029
false,4808,2015-12-07T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,Manhattan,10030
false,4809,2015-12-05T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,Manhattan,10029
true,4810,2015-12-04T00:00:00.000,DOG,"Poodle, Miniature",3,M,Manhattan,
false,4811,2015-12-06T00:00:00.000,DOG,Chow Chow,,U,Manhattan,
false,4812,2015-12-04T00:00:00.000,DOG,JACK RUSSELL TERRIER MIX,2,M,Manhattan,
false,4813,2015-12-09T00:00:00.000,DOG,,,U,Manhattan,10024
true,4814,2015-11-15T00:00:00.000,DOG,Weimaraner,2,F,Manhattan,10029
true,4815,2015-12-10T00:00:00.000,DOG,Havanese,11,M,Manhattan,
false,4816,2015-12-08T00:00:00.000,DOG,,,U,Manhattan,
false,4817,2015-12-07T00:00:00.000,DOG,Siberian Husky,,U,Manhattan,
false,4818,2015-12-08T00:00:00.000,DOG,,,U,Manhattan,
false,4819,2015-12-10T00:00:00.000,DOG,,,U,Manhattan,10035
false,4820,2015-12-11T00:00:00.000,DOG,,,U,Manhattan,
true,4821,2015-12-11T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,Manhattan,10044
false,4822,2015-11-23T00:00:00.000,DOG,,,U,Manhattan,
true,4823,2015-12-11T00:00:00.000,DOG,GERMAN SHEPHERD/HUSKY MIX,4,M,Manhattan,10033
false,4824,2015-12-06T00:00:00.000,DOG,Labrador Retriever,,U,Manhattan,
true,4825,2015-12-13T00:00:00.000,DOG,Labrador Retriever Crossbreed,1,M,Manhattan,10033
false,4826,2015-12-15T00:00:00.000,DOG,German Shepherd,,U,Manhattan,
false,4827,2015-12-12T00:00:00.000,DOG,,,U,Manhattan,
true,4828,2015-12-15T00:00:00.000,DOG,Doberman Pinscher,6,M,Manhattan,10023
false,4829,2015-12-15T00:00:00.000,DOG,,,U,Manhattan,10007
true,4830,2015-12-17T00:00:00.000,DOG,Yorkshire Terrier,3,F,Manhattan,10019
false,4831,2015-12-15T00:00:00.000,DOG,Rottweiler,,U,Manhattan,
true,4832,2015-12-16T00:00:00.000,DOG,"Bull Dog, French",1,M,Manhattan,10025
true,4833,2015-12-14T00:00:00.000,DOG,Yorkshire Terrier,2,M,Manhattan,10009
false,4834,2015-12-15T00:00:00.000,DOG,Pit Bull,,U,Manhattan,10002
false,4835,2015-12-18T00:00:00.000,DOG,Pit Bull,9M,F,Manhattan,10065
false,4836,2015-12-19T00:00:00.000,DOG,Labrador Retriever,,U,Manhattan,
false,4837,2015-12-21T00:00:00.000,DOG,PIT BULL TERRIER,7,M,Manhattan,10021
false,4838,2015-12-21T00:00:00.000,DOG,Bull dog,,F,Manhattan,
true,4839,2015-12-18T00:00:00.000,DOG,"Shar-Pei, Chinese",11,M,Manhattan,
true,4840,2015-12-19T00:00:00.000,DOG,BLUE TICK HOUND,6,M,Manhattan,10025
false,4841,2015-12-19T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,4842,2015-12-22T00:00:00.000,DOG,,,U,Manhattan,
false,4843,2015-12-23T00:00:00.000,DOG,Pit Bull,,U,Manhattan,
false,4844,2015-12-24T00:00:00.000,DOG,Shih Tzu,,U,Manhattan,
false,4845,2015-12-17T00:00:00.000,DOG,,,U,Manhattan,
false,4846,2015-12-25T00:00:00.000,DOG,"Schnauzer, Miniature",,M,Manhattan,10027
false,4847,2015-12-27T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,Manhattan,10040
false,4848,2015-12-26T00:00:00.000,DOG,Dachshund Smooth Coat Miniature,3,M,Manhattan,
false,4849,2015-12-24T00:00:00.000,DOG,,,U,Manhattan,
false,4850,2015-12-24T00:00:00.000,DOG,,,U,Manhattan,
false,4851,2015-12-29T00:00:00.000,DOG,LABRADOR RETRIEVER/PIT BULL,8M,M,Manhattan,
false,4852,2015-12-27T00:00:00.000,DOG,Chihuahua,,U,Manhattan,
false,4853,2015-12-25T00:00:00.000,DOG,,,U,Manhattan,
true,4854,2015-12-27T00:00:00.000,DOG,"Welsh Corgi, Cardigan",5,M,Manhattan,10003
false,4855,2015-12-26T00:00:00.000,DOG,,,U,Manhattan,10024
false,4856,2015-12-24T00:00:00.000,DOG,,,U,Manhattan,
false,4857,2015-12-12T00:00:00.000,DOG,,,U,Manhattan,
true,4858,2015-12-30T00:00:00.000,DOG,Belgian Malinois,4,M,Manhattan,10003
false,4859,2015-12-28T00:00:00.000,DOG,Cocker Spaniel,,U,Manhattan,10033
true,4860,2015-12-25T00:00:00.000,DOG,Boston Terrier,12,M,Manhattan,
true,4861,2016-01-04T00:00:00.000,DOG,"Poodle, Toy",5,M,Manhattan,10065
true,4862,2015-12-18T00:00:00.000,DOG,SHEPHERD MIX,8,F,Manhattan,10023
true,4863,2015-12-25T00:00:00.000,DOG,SHEPHERD MIX,8,F,Manhattan,10023
false,4864,2016-01-01T00:00:00.000,DOG,,,U,Manhattan,10040
false,4865,2016-01-01T00:00:00.000,DOG,Pomeranian,,U,Manhattan,
false,4866,2016-01-03T00:00:00.000,DOG,Golden Retriever,3M,F,Manhattan,10019
true,4867,2016-01-03T00:00:00.000,DOG,BEAGLE - X,3,M,Manhattan,10021
true,4868,2016-01-04T00:00:00.000,DOG,GLEN OF IMAAL TERRIER,5,M,Manhattan,10011
false,4869,2015-12-23T00:00:00.000,DOG,Pit Bull,3,F,Manhattan,
false,4870,2015-12-30T00:00:00.000,DOG,Mixed/Other,,U,Manhattan,
false,4871,2016-01-03T00:00:00.000,DOG,Mixed/Other,,U,Manhattan,
